Symbol	Estimate	Std. Error	t value	Pr(>|t|)
NA	4.07E-07	3.22E-07	1.265006313	0.206112029
NA	-2.69E-06	2.19E-06	-1.22890654	0.219345198
KCNE4	4.45E-08	9.72E-09	4.582636833	5.07E-06
NA	-6.74E-07	2.18E-06	-0.308721255	0.757586587
NA	1.50E-06	1.07E-06	1.40961989	0.15890828
HOXC13	6.66E-07	7.14E-08	9.338084916	4.53E-20
NA	1.84E-06	8.45E-07	2.178819294	0.029537051
CTD-2245O6.1	1.47E-08	2.84E-07	0.05151573	0.95892305
NA	2.09E-06	3.21E-07	6.523840659	1.00E-10
FAM217B	1.36E-07	1.13E-07	1.202515837	0.229398412
NA	-3.89E-06	1.79E-06	-2.167133266	0.030418794
NA	-1.67E-06	2.17E-05	-0.076829285	0.938772023
NA	4.19E-07	8.53E-07	0.491902828	0.622877044
NA	-9.61E-06	9.29E-07	-10.33905838	4.53E-24
FCGR2B	-1.30E-06	2.89E-07	-4.507013025	7.21E-06
LAMTOR4	5.67E-08	1.34E-08	4.228572081	2.53E-05
PHYKPL	-1.52E-06	1.92E-07	-7.928308769	5.01E-15
NA	1.66E-06	9.76E-07	1.699904137	0.089405324
NA	-8.46E-06	9.89E-06	-0.855633597	0.392369457
NA	6.19E-06	7.05E-06	0.878254807	0.379979382
KIAA1328	-3.58E-06	6.97E-07	-5.132252259	3.33E-07
NA	2.74E-05	4.68E-06	5.850036666	6.31E-09
NA	2.51E-07	2.66E-07	0.942964047	0.34588706
NA	4.06E-06	3.45E-06	1.176192847	0.239748601
NME1-NME2	7.19E-07	2.06E-07	3.493649761	0.000493627
NA	0.00011183	0.000258531	0.432559871	0.665411438
PHLDA2	1.37E-07	2.70E-08	5.073409254	4.52E-07
CBL	-1.89E-06	2.07E-07	-9.106074768	3.42E-19
NA	1.42E-06	3.39E-06	0.417429551	0.676438114
NA	4.73E-06	9.55E-06	0.495534809	0.620312416
NA	0	1.453387714	0	1
RLN1	1.26E-06	6.81E-07	1.844393553	0.065369515
NA	-4.82E-06	1.48E-05	-0.325952614	0.744516429
NA	3.13E-08	5.96E-08	0.524553593	0.599989399
NA	8.50E-06	9.51E-06	0.893875629	0.371565753
NA	1.41E-05	1.93E-05	0.732261906	0.464150185
NA	4.86E-05	2.20E-05	2.210059164	0.027287218
CLN6	5.21E-07	5.72E-08	9.110837519	3.29E-19
EFS	-5.23E-08	3.04E-08	-1.72087991	0.085527624
NA	-3.49E-05	2.46E-05	-1.415443186	0.157195281
NA	0	1.453387714	0	1
NA	2.36E-05	4.52E-05	0.521680147	0.601988287
NA	7.18E-07	2.57E-06	0.279579123	0.77984809
ERRFI1	-1.82E-07	1.77E-08	-10.3035132	6.36E-24
NA	6.40E-07	2.03E-06	0.315869282	0.752156068
EVPL	5.92E-07	6.15E-08	9.625493661	3.49E-21
NA	5.27E-07	5.68E-07	0.928685709	0.353236749
NA	2.58E-07	1.02E-07	2.536907109	0.011308134
NA	-3.49E-05	2.28E-05	-1.529143667	0.126489552
SMIM2	-1.82E-06	2.91E-06	-0.625423195	0.531810986
NA	-5.98E-06	1.67E-05	-0.35716024	0.721033975
NA	-9.29E-06	1.34E-06	-6.954128114	5.78E-12
IL27RA	-2.73E-09	3.58E-08	-0.076289569	0.939201305
NA	-1.23E-07	8.96E-07	-0.137388519	0.890746506
NA	-5.70E-05	3.28E-05	-1.738752948	0.082331943
RP11-343N15.1	1.69E-06	5.30E-06	0.318974329	0.749800897
WDR70	3.09E-07	2.57E-07	1.198928609	0.230789867
NA	0.000127087	0.000397022	0.32010156	0.748946471
OR10H1	2.12E-06	2.92E-06	0.726650453	0.467580312
BRDT	1.52E-06	7.77E-07	1.95137142	0.051242798
NA	-9.64E-06	6.26E-06	-1.540074665	0.123802966
OTUD1	-1.87E-07	3.21E-08	-5.816734885	7.67E-09
NA	2.12E-07	2.26E-07	0.940219335	0.347292257
TTC5	-7.68E-07	5.55E-07	-1.382524054	0.167065329
PDCD6	7.70E-07	7.74E-08	9.949687125	1.79E-22
NA	1.16E-05	1.85E-05	0.628223639	0.529975707
NA	2.96E-06	8.30E-06	0.356756268	0.721336326
NA	1.53E-06	2.42E-06	0.63114572	0.528064155
NA	3.14E-06	2.71E-06	1.158998862	0.246684757
AP000439.3	3.73E-08	1.52E-08	2.450756627	0.014396023
MRPS11	1.23E-06	2.11E-07	5.81846164	7.59E-09
NA	5.23E-06	1.03E-05	0.510196915	0.610006336
NA	-1.14E-05	3.14E-06	-3.635123165	0.000289482
EPB41L2	-1.06E-06	4.29E-08	-24.79563901	3.93E-110
NA	1.66E-07	2.77E-07	0.599112216	0.549209929
EPHA3	2.21E-08	8.80E-08	0.251236623	0.801673724
NA	4.28E-07	1.58E-07	2.709745201	0.006828372
NA	3.50E-07	9.60E-08	3.641197568	0.000282808
NA	8.17E-06	4.87E-06	1.678861806	0.093436533
RP11-335L23.3	-2.75E-05	1.99E-06	-13.82188164	1.84E-40
NA	5.27E-06	7.59E-06	0.693593671	0.488069855
NA	-7.60E-05	2.05E-05	-3.710356153	0.000216339
DIO1	1.13E-07	2.78E-08	4.077197838	4.86E-05
C1orf35	7.31E-07	8.55E-08	8.553468502	3.55E-17
LDHA	3.61E-08	6.35E-09	5.683480672	1.65E-08
NA	-6.94E-07	3.73E-06	-0.185918006	0.852540146
NA	2.63E-07	6.10E-07	0.431144844	0.666439662
NA	-2.44E-06	2.37E-06	-1.031566768	0.302480746
XCL1	-2.41E-07	5.05E-07	-0.476424413	0.63385785
MIR4740	-5.94E-08	1.78E-07	-0.334068157	0.738385874
RP1-118J21.25	8.62E-06	2.91E-06	2.957818269	0.003158276
UBE3A	9.39E-08	9.55E-08	0.98341414	0.32559976
DNMT3A	1.38E-06	1.64E-07	8.417357746	1.07E-16
NA	9.50E-06	3.10E-06	3.062328977	0.002244569
NA	-1.36E-06	9.22E-07	-1.47565968	0.140294795
NA	-1.22E-07	2.90E-07	-0.420274244	0.674359559
PDE5A	-3.55E-07	6.95E-08	-5.108156328	3.78E-07
NA	2.48E-06	6.43E-06	0.385052542	0.700265993
NA	6.59E-08	5.85E-08	1.126685038	0.260098509
NA	2.66E-06	1.45E-06	1.841259836	0.065827551
NA	2.01E-07	2.06E-07	0.977945063	0.328296491
NA	-6.45E-07	4.34E-07	-1.487869262	0.137045279
ZNF304	-1.41E-07	1.37E-07	-1.033021122	0.301799926
NA	2.26E-07	3.20E-06	0.070724537	0.94362865
NA	1.00E-05	3.16E-06	3.182447639	0.001497433
ATP6AP2	7.86E-08	1.19E-08	6.59309611	6.41E-11
NA	1.17E-07	2.89E-07	0.402682225	0.687252967
NA	4.37E-07	3.75E-07	1.165972112	0.243854924
ATP23	-5.83E-07	1.25E-07	-4.669111572	3.36E-06
PLIN4	-4.81E-08	1.88E-09	-25.53956987	1.75E-115
NA	1.67E-07	5.21E-06	0.031977128	0.974495552
NA	1.91E-07	9.32E-08	2.051936512	0.040390116
NA	1.09E-05	1.36E-05	0.800312638	0.423686393
NA	6.61E-06	1.44E-05	0.459684306	0.645825211
NA	3.50E-06	1.45E-06	2.410326057	0.016086305
NA	8.59E-06	8.79E-06	0.977561963	0.328485935
NA	3.87E-06	3.79E-06	1.021303307	0.307314402
NA	1.60E-05	4.86E-06	3.290869611	0.001027511
ARL17B	-4.70E-06	2.28E-06	-2.059191668	0.039688955
NA	3.05E-07	3.98E-07	0.767012993	0.443223047
NA	3.89E-06	4.12E-06	0.943442207	0.34564263
NA	1.20E-05	2.44E-05	0.490075657	0.624168988
NA	1.82E-06	2.20E-06	0.830502919	0.406417926
MIR129-2	1.64E-05	2.20E-05	0.744059613	0.456984518
PLP2	2.67E-08	5.22E-09	5.11093141	3.72E-07
NA	-2.23E-05	3.78E-06	-5.895844768	4.83E-09
TREH	-2.05E-05	2.31E-06	-8.896380528	2.05E-18
NA	1.84E-05	1.84E-05	0.998808762	0.318086543
NOP16	5.27E-07	7.60E-08	6.929984465	6.82E-12
GNA12	-1.48E-07	7.21E-08	-2.056894965	0.039909788
HEY2	-3.75E-07	6.20E-08	-6.054824814	1.87E-09
ACOX2	7.11E-08	3.45E-08	2.061035418	0.039512426
NA	0.000228924	0.000267896	0.854524633	0.3929831
INTS13	3.18E-07	5.58E-08	5.688643977	1.60E-08
PROSER2	9.32E-07	1.83E-07	5.097878098	3.98E-07
PPP1R7	3.44E-07	6.13E-08	5.613620228	2.45E-08
NA	1.37E-06	6.22E-07	2.209024806	0.02735927
NA	4.54E-06	1.71E-06	2.646652179	0.008234538
NA	-1.54E-05	1.03E-05	-1.486294825	0.137461013
NA	-1.31E-05	8.29E-06	-1.585964572	0.113007983
NA	5.73E-06	1.05E-05	0.543727934	0.586728621
NA	0	1.453387714	0	1
NA	4.77E-07	3.47E-06	0.13742102	0.890720823
OR51E2	2.21E-07	3.24E-07	0.682616883	0.494979301
NA	3.36E-06	1.97E-06	1.705363287	0.088382719
NA	9.58E-06	1.64E-05	0.584882422	0.558735553
CYP2E1	8.06E-07	1.61E-06	0.501682694	0.61598178
PES1	2.13E-07	3.69E-08	5.779501085	9.52E-09
NA	3.35E-06	8.04E-06	0.41668701	0.67698108
NA	0	1.453387714	0	1
NA	2.35E-06	8.04E-07	2.926848228	0.003487994
NA	5.18E-09	4.99E-09	1.037302426	0.299801669
NA	4.88E-06	4.95E-06	0.987236053	0.32372381
MIR516A2	1.99E-06	1.03E-05	0.192762552	0.847177201
NA	3.93E-06	8.78E-07	4.472993776	8.44E-06
HSDL2	-3.52E-07	2.56E-08	-13.76993568	3.44E-40
NA	1.43E-08	4.69E-06	0.003044762	0.997571136
NA	1.78E-06	3.65E-06	0.487679116	0.625865275
NA	-2.55E-07	2.13E-07	-1.198581472	0.230924837
NA	5.84E-06	1.49E-05	0.391799241	0.695275376
RP11-473M10.2	6.66E-06	2.27E-05	0.293434097	0.769240561
STARD5	2.75E-06	1.09E-06	2.532794503	0.011440944
NA	-1.53E-09	3.71E-09	-0.411897768	0.68048713
RP11-523L1.2	1.50E-06	2.00E-05	0.075243051	0.940033738
PTCD3	4.02E-08	1.90E-07	0.212130528	0.832040842
NA	7.93E-07	8.38E-07	0.945922741	0.34437638
NA	1.65E-06	7.46E-07	2.217506817	0.026773246
TSPEAR	1.24E-06	1.13E-06	1.103104803	0.270200453
NA	-5.93E-05	2.93E-06	-20.2570036	8.03E-79
AC093326.1	-4.00E-06	1.39E-06	-2.887480397	0.003952308
CYP2D6	1.10E-06	9.42E-07	1.170832615	0.241896022
FLYWCH2	1.95E-07	2.21E-08	8.82387072	3.78E-18
NTM	7.00E-08	1.94E-07	0.360034266	0.718884185
NA	2.31E-06	4.20E-06	0.54880687	0.583238995
NA	-2.02E-06	1.31E-05	-0.154227981	0.877455636
NA	4.66E-05	5.21E-05	0.894421985	0.371273587
IFNA1	-7.36E-06	9.10E-06	-0.808783584	0.41879824
RP11-502P1.2	4.79E-07	6.43E-07	0.745385697	0.456182992
AC011893.3	2.74E-05	2.83E-06	9.670438565	2.32E-21
NA	-2.29E-05	1.72E-05	-1.332783117	0.182853272
NA	1.57E-05	3.49E-06	4.505028388	7.28E-06
NA	2.49E-06	1.22E-05	0.204567768	0.837944159
NA	6.00E-08	1.48E-07	0.404485518	0.685927035
RP4-784A16.5	9.49E-06	2.25E-06	4.208011485	2.77E-05
NA	-1.64E-05	1.05E-06	-15.61292937	3.25E-50
NA	1.97E-06	2.75E-06	0.713922034	0.475412736
NA	8.76E-06	1.36E-05	0.64564749	0.518629786
NA	7.39E-06	8.87E-06	0.833833332	0.404539076
NA	1.83E-06	3.93E-06	0.465436329	0.641702573
ZNF551	-1.40E-07	2.01E-07	-0.693943949	0.48785023
NA	2.38E-06	3.21E-06	0.742378006	0.458002071
RPL41	3.11E-09	3.60E-09	0.86406163	0.387724862
NA	0	1.453387714	0	1
NA	3.47E-07	1.23E-06	0.28340676	0.776913408
SERPINB3	4.12E-08	4.76E-08	0.865343444	0.38702142
NA	-1.93E-05	1.04E-05	-1.862673346	0.062749831
NA	1.35E-05	2.53E-05	0.535036899	0.592722407
ASB2	-3.99E-07	1.18E-07	-3.378938871	0.000750771
NA	1.26E-07	9.06E-07	0.139480563	0.889093569
NA	-9.16E-06	2.66E-06	-3.436111906	0.00061009
NA	3.35E-06	1.90E-06	1.758536398	0.078908428
CD1C	-3.40E-07	1.53E-07	-2.218579939	0.026699882
WFDC6	2.76E-07	1.36E-07	2.035413302	0.042026304
NA	1.22E-05	1.43E-05	0.855831241	0.392260152
NA	1.13E-06	2.95E-06	0.383243667	0.701606257
MZT2A	2.82E-07	4.05E-08	6.974993417	5.02E-12
MIR548C	3.41E-07	4.55E-07	0.749792659	0.453524984
NA	4.30E-06	9.72E-06	0.442200032	0.658423292
EXOSC7	6.54E-07	1.57E-07	4.16317259	3.36E-05
NA	2.36E-07	3.49E-07	0.674350679	0.500216884
NA	5.52E-07	2.15E-06	0.256540348	0.797577132
NA	-8.61E-06	7.10E-07	-12.11510185	5.68E-32
NA	1.89E-05	9.45E-06	2.000260478	0.045694742
OGDHL	1.02E-06	4.48E-07	2.280086987	0.022775456
NA	3.67E-05	3.94E-05	0.92940166	0.35286588
IL12A	-8.29E-07	5.05E-07	-1.640526886	0.101154923
CTD-3025N20.2	2.94E-06	8.96E-06	0.327618051	0.743257006
FGFBP1	-4.61E-08	2.84E-08	-1.620386777	0.105409132
NA	-7.44E-07	1.27E-06	-0.587789884	0.556782741
NA	5.21E-07	1.19E-06	0.436206787	0.662764327
NA	0	1.453387714	0	1
FAM86C1	1.61E-06	2.11E-07	7.620814823	5.06E-14
NA	5.03E-07	7.29E-07	0.689723212	0.490500192
MATN3	2.72E-07	3.43E-08	7.933411379	4.81E-15
NA	-5.65E-07	2.30E-07	-2.455985284	0.014189302
NA	3.00E-06	9.34E-06	0.320684258	0.748504915
PIGA	1.22E-07	1.88E-07	0.649746483	0.515979013
NA	2.07E-05	3.21E-05	0.644801534	0.519177732
NA	5.87E-07	4.06E-07	1.448614858	0.147703611
NA	2.40E-05	2.15E-05	1.111982737	0.266365911
MNT	7.01E-07	3.83E-07	1.82981581	0.067522804
NA	1.05E-06	1.06E-06	0.988005798	0.323346843
NA	1.11E-05	2.47E-05	0.449051472	0.653474741
NA	-6.22E-07	8.52E-07	-0.729276058	0.465973603
MSANTD3	7.38E-07	1.28E-07	5.757450738	1.08E-08
NA	4.78E-06	2.08E-06	2.293564296	0.021985893
NA	-1.39E-06	2.58E-06	-0.538555312	0.590292542
RP5-1070A16.1	4.89E-06	7.33E-06	0.666440487	0.505256322
NA	1.57E-05	1.88E-05	0.834614425	0.404099177
OR2V2	-2.57E-05	3.17E-05	-0.812372297	0.416737437
PLOD1	4.13E-08	1.03E-08	3.991704432	6.95E-05
RP11-67M1.1	-0.000160521	3.52E-05	-4.55625748	5.73E-06
CLPSL2	4.81E-07	8.41E-08	5.714593106	1.38E-08
NA	3.93E-05	1.83E-05	2.141594218	0.032424883
NA	2.72E-07	2.96E-07	0.920173622	0.357664991
RP11-539L10.2	7.86E-06	1.34E-06	5.860188354	5.95E-09
NA	6.61E-06	8.91E-06	0.742267542	0.458068957
RNA5S10	0	1.453387714	0	1
NA	-1.12E-05	1.28E-05	-0.87018329	0.384372412
NA	1.37E-06	7.66E-07	1.791168113	0.073515562
CD79B	2.86E-08	5.17E-08	0.553306553	0.580155477
NA	3.11E-06	1.42E-06	2.18762683	0.028887127
NA	2.73E-08	6.37E-07	0.042897808	0.965790057
FARS2	5.17E-07	1.36E-07	3.814607551	0.000143267
NA	3.02E-07	6.04E-07	0.499964979	0.617190419
DDX60L	3.16E-07	1.24E-07	2.553243069	0.010794024
NA	4.81E-06	7.83E-06	0.613834687	0.539439669
VNN2	1.20E-07	2.17E-07	0.554119626	0.579599116
SH3D21	5.00E-07	1.14E-07	4.390302506	1.23E-05
NA	1.89E-06	5.20E-06	0.363649158	0.716183382
NA	1.35E-06	9.59E-07	1.405799484	0.160039763
NA	-3.25E-05	5.88E-06	-5.535648237	3.80E-08
NA	-2.31E-07	1.23E-07	-1.879008459	0.060482953
RP11-139K4.1	6.91E-06	1.60E-05	0.432160999	0.665701214
RCN3	2.87E-08	8.62E-09	3.331962487	0.000888344
PPP4C	1.61E-07	1.34E-08	12.00670979	1.84E-31
NA	2.83E-07	2.78E-07	1.018553492	0.308618098
NA	0	1.453387714	0	1
NA	7.45E-06	2.00E-06	3.715584679	0.000211963
MIR638	-1.87E-05	1.77E-05	-1.054894093	0.291683829
JAKMIP3	2.79E-07	8.55E-07	0.326195198	0.744332942
NA	1.34E-05	4.71E-06	2.843730128	0.004533708
NA	1.02E-06	1.28E-06	0.800399186	0.423636282
NA	1.05E-06	1.54E-07	6.817720116	1.45E-11
ALDOA	1.35E-08	1.92E-09	7.031699717	3.40E-12
NA	4.08E-06	8.58E-06	0.475392713	0.634592679
CTAGE6	1.10E-05	1.75E-05	0.63034067	0.528590447
NCEH1	2.94E-07	6.93E-08	4.235435745	2.45E-05
SMARCC2	-4.33E-07	8.63E-08	-5.019956303	5.94E-07
RFX4	8.74E-07	1.83E-06	0.478194423	0.632598
NRAP	-2.14E-08	6.88E-09	-3.112167569	0.001900591
NA	1.70E-06	1.25E-06	1.355724627	0.175439147
NA	9.49E-08	1.10E-07	0.861065082	0.389372369
RCAN3	2.84E-07	1.27E-07	2.237061401	0.025463418
NA	4.13E-06	6.37E-06	0.648739259	0.516629721
GALC	-1.86E-07	1.26E-07	-1.478967808	0.139408549
ZBTB21	-2.30E-06	2.11E-07	-10.86957022	2.52E-26
MIR548AM	1.94E-06	7.75E-07	2.5056139	0.012354087
KBTBD8	6.28E-07	8.06E-07	0.779260405	0.435978336
MIR574	2.55E-06	1.10E-06	2.312048282	0.020941842
ZNF451	-3.54E-07	2.79E-07	-1.267456254	0.205235456
NA	-7.74E-06	1.58E-05	-0.4907749	0.623674435
NA	-1.32E-06	1.04E-05	-0.126806321	0.899114709
LCN6	-1.77E-05	1.05E-06	-16.85967885	1.84E-57
MED31	1.50E-07	4.45E-07	0.338425909	0.73510082
RNF24	1.86E-07	8.04E-08	2.309069679	0.021107105
BCL7C	2.01E-07	4.17E-08	4.825766519	1.57E-06
SNORD114-6	3.50E-07	6.22E-07	0.562253905	0.574046922
NA	-1.08E-07	3.35E-07	-0.321201975	0.748112669
DROSHA	4.70E-07	1.12E-07	4.214872599	2.68E-05
NA	2.51E-06	6.51E-06	0.386081987	0.699503655
MIR569	3.08E-07	3.81E-07	0.807095434	0.419769726
LEMD2	1.21E-06	1.24E-07	9.757420578	1.05E-21
BTLA	5.86E-07	4.01E-07	1.461620206	0.144104314
NA	0	1.453387714	0	1
NA	7.57E-06	1.20E-05	0.629940229	0.52885233
TSPAN19	-3.80E-06	3.94E-06	-0.96601695	0.334228253
NA	8.59E-10	5.73E-10	1.499758603	0.133937159
NA	2.66E-07	3.09E-07	0.861402849	0.389186451
PRDM10	-1.93E-06	5.54E-07	-3.482087617	0.000515217
RP11-317P15.4	2.97E-06	1.54E-06	1.926904619	0.054224878
NA	2.86E-07	1.66E-05	0.017256439	0.986234875
NA	0	1.453387714	0	1
NA	-2.02E-06	5.14E-07	-3.926582987	9.10E-05
NA	4.46E-06	1.54E-05	0.28994742	0.771906019
NA	1.06E-06	2.20E-07	4.817361523	1.64E-06
NA	-5.15E-05	3.70E-06	-13.89705532	7.47E-41
UQCRB	4.71E-08	3.26E-08	1.443907522	0.149023211
NA	1.53E-07	3.98E-07	0.385454506	0.69996829
MIR3117	2.31E-07	2.54E-07	0.908555034	0.363765525
FAM69B	-2.87E-08	1.74E-07	-0.16481642	0.869115941
NA	-1.43E-05	2.76E-05	-0.51903083	0.603833921
RP4-758J18.2	8.13E-07	1.05E-07	7.742695592	2.04E-14
RNF5	1.62E-07	2.30E-08	7.032094041	3.39E-12
ONECUT1	1.16E-05	6.70E-06	1.729231468	0.084022094
NA	-4.17E-08	9.97E-07	-0.041781433	0.966679812
NA	0	1.453387714	0	1
MIR217	1.57E-06	4.31E-06	0.363885531	0.716006904
POTEC	8.21E-07	4.31E-07	1.905319657	0.056974792
NA	-1.19E-07	3.81E-07	-0.31289942	0.754410865
NA	-4.95E-08	1.24E-06	-0.040002477	0.968097734
NA	8.94E-07	7.53E-07	1.187420677	0.235294199
NA	4.67E-06	1.39E-06	3.35068099	0.000830938
CCDC63	-1.94E-05	8.50E-06	-2.283294891	0.022585319
CDK8	5.28E-07	1.43E-07	3.702751547	0.000222855
NA	0.000180314	0.000334374	0.539260315	0.589806211
NA	1.08E-05	1.32E-05	0.818456559	0.413257291
NA	9.37E-06	8.27E-06	1.132783626	0.257528987
NA	3.10E-07	4.36E-07	0.712144132	0.476512474
NA	6.97E-05	7.99E-05	0.872126688	0.383311859
NA	-1.15E-07	5.93E-06	-0.019424381	0.984505755
PCBP3	-3.23E-06	5.81E-07	-5.559424354	3.33E-08
LAMA1	-2.87E-06	4.26E-07	-6.741633909	2.42E-11
NA	1.87E-05	2.83E-05	0.659447546	0.509733594
DEFB4B	3.93E-06	6.29E-06	0.625430575	0.531806145
TAF9B	1.14E-07	5.53E-08	2.064032298	0.039226916
PLK3	-1.12E-06	1.02E-07	-11.03592647	4.73E-27
DOC2A	1.66E-06	3.42E-07	4.853849071	1.37E-06
NA	-0.000304759	3.70E-05	-8.234748727	4.61E-16
MPLKIP	1.74E-06	2.77E-07	6.294149098	4.31E-10
NA	1.26E-08	3.24E-08	0.388574621	0.697659035
LIPJ	-7.17E-06	2.77E-06	-2.585943234	0.009827003
RIC8B	-1.03E-06	3.16E-07	-3.257329765	0.001155792
NA	1.89E-07	2.13E-07	0.888160283	0.374630618
NA	-8.10E-06	4.55E-06	-1.780615153	0.075225564
TRIM51	1.75E-05	1.15E-05	1.526185569	0.127224342
NA	1.08E-05	1.33E-05	0.813689662	0.415982451
WNK4	1.31E-07	3.31E-08	3.949565517	8.28E-05
NA	1.54E-07	1.78E-07	0.864176209	0.387661951
NA	1.22E-06	1.09E-06	1.113131619	0.265872441
NA	1.20E-06	1.12E-06	1.077094631	0.281652153
LNPEP	-6.25E-07	9.38E-08	-6.666721542	3.96E-11
RP11-64D24.4	-8.32E-06	4.92E-06	-1.690009579	0.091283068
NA	3.64E-06	1.14E-05	0.320101584	0.748946453
RP11-296A18.3	-4.53E-05	7.84E-06	-5.779500616	9.52E-09
NA	1.11E-05	3.89E-05	0.286651158	0.774428392
NA	3.82E-06	5.78E-06	0.661814632	0.508215729
NA	-2.12E-05	7.51E-06	-2.820803951	0.004868407
PXT1	9.72E-06	6.52E-06	1.49242939	0.135846645
NA	2.44E-06	2.87E-06	0.850408469	0.395265856
MRPL22	1.49E-06	2.07E-07	7.196751447	1.08E-12
NA	-7.35E-05	2.87E-05	-2.56323399	0.01048995
NA	-1.78E-05	2.69E-05	-0.66364551	0.50704333
NA	-5.56E-07	2.10E-06	-0.26460023	0.791362395
NA	5.40E-06	4.70E-06	1.149206047	0.250697573
NA	1.94E-05	5.82E-06	3.341399562	0.000858957
NA	1.03E-05	2.59E-06	3.98491915	7.15E-05
NA	1.15E-05	3.38E-06	3.41144554	0.000667469
NCAN	2.38E-08	3.03E-08	0.78590161	0.43207862
NA	1.04E-06	1.19E-06	0.87828568	0.379962638
NA	-3.51E-07	2.16E-06	-0.162529709	0.870915806
NA	3.54E-06	2.23E-05	0.158581874	0.874024707
NA	-1.33E-06	5.96E-06	-0.222521135	0.823945683
NA	-5.75E-07	4.69E-07	-1.226511299	0.220244352
NA	5.50E-06	4.09E-06	1.345119702	0.178838002
NA	-4.44E-05	5.29E-05	-0.839794742	0.401188967
NA	3.16E-07	1.19E-06	0.264540904	0.791408092
NA	7.51E-09	7.15E-08	0.105039717	0.916361659
NA	2.15E-06	7.82E-07	2.754982425	0.00595733
NA	-2.77E-06	5.72E-05	-0.048339928	0.961453292
NA	1.30E-06	1.76E-06	0.738871559	0.460127936
NA	7.33E-06	6.58E-06	1.1141717	0.265426248
DOCK10	4.05E-07	1.78E-07	2.273840194	0.023149713
NA	-1.18E-06	3.26E-07	-3.623367099	0.00030282
NA	1.36E-06	1.56E-06	0.872704869	0.38299668
NA	7.11E-07	1.10E-06	0.647238825	0.517599852
RP11-600K15.1	9.09E-06	4.52E-06	2.008923547	0.044766485
NA	8.58E-07	4.21E-06	0.203932323	0.838440593
NA	-4.05E-06	9.80E-07	-4.133033109	3.83E-05
NA	2.94E-06	2.30E-06	1.281254928	0.200349021
GABRA3	1.09E-06	3.80E-07	2.871237194	0.004159751
DHDDS	-1.59E-06	8.59E-08	-18.45159444	3.36E-67
NA	-1.52E-05	1.40E-05	-1.090517913	0.275701644
NA	1.45E-06	8.88E-07	1.637490213	0.101787452
C10orf90	-6.92E-06	5.22E-07	-13.25352444	1.53E-37
NA	4.51E-07	1.13E-07	3.979955762	7.30E-05
NA	-5.96E-06	3.38E-05	-0.176297191	0.860089897
NA	1.53E-05	1.64E-05	0.932774632	0.351121966
MGA	-7.65E-07	2.06E-07	-3.714085182	0.00021321
NA	-2.97E-06	9.30E-06	-0.319410778	0.749470038
NA	1.88E-05	1.66E-05	1.134842846	0.25666537
NA	5.99E-06	5.57E-06	1.076206886	0.28204874
NA	1.48E-05	3.01E-05	0.493309318	0.621883342
NA	0	1.453387714	0	1
RMI2	6.53E-07	6.21E-08	10.51411712	8.35E-25
LINC01620	-4.41E-06	1.23E-05	-0.359910568	0.718976666
GALNT16	-1.15E-06	1.46E-07	-7.913176509	5.62E-15
NA	4.55E-06	1.27E-06	3.574662623	0.000364456
NA	5.90E-07	7.59E-07	0.777938839	0.436756776
NA	3.58E-07	9.58E-07	0.373897925	0.708545602
RP11-771O11.3	-0.000109745	6.25E-05	-1.756822454	0.079200362
RP11-108M21.1	3.15E-06	3.09E-06	1.017868314	0.308943512
NA	7.48E-07	7.00E-07	1.06793891	0.285760556
ARFGEF1	2.75E-07	4.10E-08	6.720575159	2.78E-11
VPS45	6.88E-07	9.09E-08	7.564833507	7.65E-14
NA	-5.13E-05	1.69E-05	-3.037822981	0.002433868
NA	3.74E-05	6.36E-05	0.588601746	0.556238045
NA	0	1.453387714	0	1
NA	0	1.453387714	0	1
NA	7.02E-06	9.29E-06	0.755979575	0.449808223
NA	-4.20E-05	8.57E-06	-4.904382582	1.06E-06
NLGN3	-9.27E-06	9.41E-07	-9.852855102	4.38E-22
NA	-3.15E-06	1.03E-06	-3.052567701	0.002318291
NA	1.21E-06	1.32E-06	0.920739593	0.357369475
NA	-1.25E-05	1.14E-05	-1.094411691	0.273991727
NA	-4.06E-05	2.80E-06	-14.49382228	5.05E-44
ITGB6	3.06E-09	1.29E-08	0.236933257	0.812748576
USP18	3.74E-07	6.13E-08	6.110331299	1.34E-09
NA	-4.06E-06	1.43E-06	-2.847569837	0.004479739
NA	7.64E-08	1.59E-08	4.804028692	1.75E-06
GDF9	1.80E-08	1.65E-08	1.09100132	0.275488964
NA	-6.81E-06	1.89E-06	-3.600084794	0.000330952
NA	7.06E-06	5.90E-06	1.196604588	0.231694534
LPCAT3	1.14E-07	1.37E-07	0.835155736	0.403794488
NA	1.53E-06	2.55E-06	0.599311122	0.549077349
SOSTDC1	-1.91E-07	3.05E-08	-6.273797361	4.89E-10
ZNF850	1.56E-06	7.60E-07	2.058034708	0.039800069
NA	6.46E-06	1.69E-05	0.381813441	0.702666624
NA	-5.06E-06	3.29E-06	-1.538149898	0.124272767
NA	1.59E-05	2.42E-05	0.654441404	0.512951529
NA	3.83E-05	0.000103374	0.370465446	0.711100398
NA	2.56E-06	6.51E-06	0.393494384	0.694023523
NA	5.44E-06	4.75E-06	1.14578296	0.252110959
MT-RNR1	1.74E-11	5.86E-11	0.297614502	0.766048367
NA	-3.06E-06	2.60E-06	-1.178169682	0.238960047
