Category+A1:M65	Term	Count	%	PValue	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	30	2.915451895	8.25E-14	5.338250254	3.13E-10	5.58E-12	1.52E-10
GOTERM_BP_DIRECT	GO:0032733~positive regulation of interleukin-10 production	16	1.554907677	9.10E-14	11.88340926	3.45E-10	6.05E-12	1.68E-10
UP_SEQ_FEATURE	short sequence motif:GFFKR motif	13	1.263362488	1.03E-13	17.1309688	2.61E-10	1.25E-11	1.82E-10
GOTERM_MF_DIRECT	GO:0005031~tumor necrosis factor-activated receptor activity	16	1.554907677	1.16E-13	11.93425239	1.07E-10	8.19E-12	1.81E-10
GOTERM_BP_DIRECT	GO:0050832~defense response to fungus	17	1.652089407	1.18E-13	10.7555857	4.47E-10	7.70E-12	2.18E-10
GOTERM_BP_DIRECT	GO:0050829~defense response to Gram-negative bacterium	23	2.235179786	1.22E-13	7.143549431	4.61E-10	7.82E-12	2.25E-10
GOTERM_BP_DIRECT	GO:0002223~stimulatory C-type lectin receptor signaling pathway	31	3.012633625	1.59E-13	5.043375478	6.04E-10	1.01E-11	2.94E-10
INTERPRO	IPR001368:TNFR/NGFR cysteine-rich region	16	1.554907677	1.62E-13	11.88964965	1.96E-10	1.03E-11	2.62E-10
GOTERM_BP_DIRECT	GO:0002504~antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	14	1.360544218	1.66E-13	14.06785949	6.28E-10	1.03E-11	3.06E-10
INTERPRO	IPR020635:Tyrosine-protein kinase, catalytic domain	27	2.623906706	1.72E-13	5.901112878	2.08E-10	1.04E-11	2.78E-10
SMART	SM00207:TNF	14	1.360544218	2.16E-13	13.09505208	5.18E-11	6.48E-12	2.79E-10
GOTERM_BP_DIRECT	GO:0007259~JAK-STAT cascade	18	1.749271137	2.35E-13	9.608850458	8.91E-10	1.44E-11	4.34E-10
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	71	6.899902818	2.54E-13	2.602683386	9.61E-10	1.53E-11	4.68E-10
GOTERM_BP_DIRECT	GO:0006959~humoral immune response	23	2.235179786	2.92E-13	6.892898574	1.11E-09	1.73E-11	5.39E-10
GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	27	2.623906706	4.50E-13	5.624692951	1.70E-09	2.62E-11	8.31E-10
UP_SEQ_FEATURE	domain:Sushi 3	17	1.652089407	4.52E-13	10.50095443	1.15E-09	5.21E-11	7.98E-10
GOTERM_BP_DIRECT	GO:0002755~MyD88-dependent toll-like receptor signaling pathway	18	1.749271137	4.59E-13	9.317673171	1.74E-09	2.63E-11	8.47E-10
GOTERM_CC_DIRECT	GO:0042613~MHC class II protein complex	15	1.457725948	4.65E-13	12.35134647	2.24E-10	1.72E-11	6.67E-10
KEGG_PATHWAY	hsa04210:Apoptosis	29	2.818270165	5.33E-13	4.738728681	1.18E-10	3.11E-12	6.80E-10
INTERPRO	IPR012351:Four-helical cytokine, core	21	2.040816327	5.36E-13	7.649590767	6.48E-10	3.09E-11	8.67E-10
SMART	SM00208:TNFR	16	1.554907677	5.90E-13	10.41097308	1.42E-10	1.57E-11	7.62E-10
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	44	4.275996113	6.41E-13	3.326621678	1.42E-10	3.65E-12	8.17E-10
INTERPRO	IPR018048:CXC chemokine, conserved site	12	1.166180758	7.28E-13	17.14853315	8.81E-10	4.01E-11	1.18E-09
INTERPRO	IPR001089:CXC chemokine	12	1.166180758	7.28E-13	17.14853315	8.81E-10	4.01E-11	1.18E-09
UP_SEQ_FEATURE	mutagenesis site	186	18.07580175	7.28E-13	1.678032614	1.85E-09	8.04E-11	1.29E-09
GOTERM_BP_DIRECT	GO:0071260~cellular response to mechanical stimulus	25	2.429543246	7.35E-13	6.014929864	2.79E-09	4.16E-11	1.36E-09
UP_SEQ_FEATURE	repeat:TNFR-Cys 3	15	1.457725948	7.93E-13	12.35406404	2.01E-09	8.39E-11	1.40E-09
INTERPRO	IPR000355:Chemokine receptor family	13	1.263362488	8.17E-13	15.09428178	9.89E-10	4.30E-11	1.32E-09
INTERPRO	IPR018184:Integrin alpha chain, C-terminal cytoplasmic region, conserved site	13	1.263362488	8.17E-13	15.09428178	9.89E-10	4.30E-11	1.32E-09
GOTERM_BP_DIRECT	GO:0016241~regulation of macroautophagy	20	1.943634597	1.10E-12	7.764727643	4.18E-09	6.14E-11	2.04E-09
GOTERM_BP_DIRECT	GO:0006958~complement activation, classical pathway	29	2.818270165	1.36E-12	5.003935592	5.14E-09	7.45E-11	2.50E-09
UP_KEYWORDS	SH2 domain	28	2.721088435	1.66E-12	5.251786235	6.37E-10	2.05E-11	2.30E-09
INTERPRO	IPR015621:Interleukin-1 receptor family	11	1.068999028	2.03E-12	18.57757758	2.45E-09	1.02E-10	3.28E-09
GOTERM_BP_DIRECT	GO:0044130~negative regulation of growth of symbiont in host	13	1.263362488	2.19E-12	13.87945066	8.32E-09	1.19E-10	4.05E-09
KEGG_PATHWAY	hsa05416:Viral myocarditis	27	2.623906706	2.75E-12	4.798930315	6.11E-10	1.53E-11	3.51E-09
INTERPRO	IPR014745:MHC class II, alpha/beta chain, N-terminal	14	1.360544218	3.96E-12	12.38505172	4.80E-09	1.92E-10	6.42E-09
GOTERM_MF_DIRECT	GO:0004950~chemokine receptor activity	13	1.263362488	4.07E-12	13.6892895	3.74E-09	2.67E-10	6.36E-09
UP_KEYWORDS	Tyrosine-protein kinase	28	2.721088435	4.22E-12	5.064222441	1.62E-09	5.05E-11	5.85E-09
BIOCARTA	h_th1th2Pathway:Th1/Th2 Differentiation	19	1.846452867	5.36E-12	5.128737542	1.22E-09	4.07E-10	6.86E-09
UP_KEYWORDS	Blood group antigen	16	1.554907677	5.76E-12	10.12844488	2.21E-09	6.69E-11	7.99E-09
BIOCARTA	h_cytokinePathway:Cytokine Network	20	1.943634597	6.35E-12	4.907882815	1.45E-09	3.62E-10	8.13E-09
BIOCARTA	h_dcPathway:Dendritic cells in regulating TH1 and TH2 Development	20	1.943634597	6.35E-12	4.907882815	1.45E-09	3.62E-10	8.13E-09
UP_SEQ_FEATURE	domain:Sushi 4	15	1.457725948	7.03E-12	10.98139026	1.79E-08	7.14E-10	1.24E-08
GOTERM_BP_DIRECT	GO:0002407~dendritic cell chemotaxis	13	1.263362488	7.06E-12	13.06301239	2.68E-08	3.77E-10	1.31E-08
INTERPRO	IPR013649:Integrin alpha-2	13	1.263362488	7.54E-12	13.41713936	9.12E-09	3.51E-10	1.22E-08
INTERPRO	IPR000413:Integrin alpha chain	13	1.263362488	7.54E-12	13.41713936	9.12E-09	3.51E-10	1.22E-08
BIOCARTA	h_il1rPathway:Signal transduction through IL1R	25	2.429543246	8.56E-12	4.089902346	1.95E-09	3.90E-10	1.10E-08
GOTERM_BP_DIRECT	GO:0030183~B cell differentiation	23	2.235179786	9.19E-12	5.952957859	3.48E-08	4.84E-10	1.70E-08
UP_SEQ_FEATURE	repeat:FG-GAP 7	13	1.263362488	9.45E-12	13.52444905	2.40E-08	9.23E-10	1.67E-08
UP_SEQ_FEATURE	repeat:FG-GAP 1	13	1.263362488	9.45E-12	13.52444905	2.40E-08	9.23E-10	1.67E-08
UP_SEQ_FEATURE	repeat:FG-GAP 3	13	1.263362488	9.45E-12	13.52444905	2.40E-08	9.23E-10	1.67E-08
UP_SEQ_FEATURE	repeat:FG-GAP 5	13	1.263362488	9.45E-12	13.52444905	2.40E-08	9.23E-10	1.67E-08
UP_SEQ_FEATURE	repeat:FG-GAP 4	13	1.263362488	9.45E-12	13.52444905	2.40E-08	9.23E-10	1.67E-08
UP_SEQ_FEATURE	repeat:FG-GAP 2	13	1.263362488	9.45E-12	13.52444905	2.40E-08	9.23E-10	1.67E-08
UP_SEQ_FEATURE	repeat:FG-GAP 6	13	1.263362488	9.45E-12	13.52444905	2.40E-08	9.23E-10	1.67E-08
GOTERM_BP_DIRECT	GO:0007159~leukocyte cell-cell adhesion	15	1.457725948	1.22E-11	10.24944049	4.61E-08	6.32E-10	2.25E-08
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	30	2.915451895	1.25E-11	4.456278473	4.75E-08	6.42E-10	2.32E-08
KEGG_PATHWAY	hsa05161:Hepatitis B	44	4.275996113	1.27E-11	3.074257275	2.81E-09	6.87E-11	1.62E-08
GOTERM_CC_DIRECT	GO:0016471~vacuolar proton-transporting V-type ATPase complex	11	1.068999028	1.49E-11	16.60569914	7.15E-09	5.11E-10	2.13E-08
UP_KEYWORDS	Integrin	18	1.749271137	1.58E-11	8.102755906	6.05E-09	1.78E-10	2.19E-08
GOTERM_MF_DIRECT	GO:0032395~MHC class II receptor activity	12	1.166180758	1.71E-11	14.32110286	1.58E-08	1.05E-09	2.68E-08
BIOCARTA	h_no2il12Pathway:NO2-dependent IL 12 Pathway in NK cells	17	1.652089407	1.85E-11	5.398671096	4.22E-09	7.03E-10	2.37E-08
INTERPRO	IPR013517:FG-GAP repeat	13	1.263362488	1.95E-11	12.71097413	2.35E-08	8.72E-10	3.15E-08
INTERPRO	IPR013519:Integrin alpha beta-propellor	13	1.263362488	1.95E-11	12.71097413	2.35E-08	8.72E-10	3.15E-08
SMART	SM00219:TyrKc	27	2.623906706	1.98E-11	4.753834034	4.75E-09	4.75E-10	2.55E-08
INTERPRO	IPR008266:Tyrosine-protein kinase, active site	26	2.526724976	2.05E-11	5.084389653	2.48E-08	8.87E-10	3.32E-08
GOTERM_BP_DIRECT	GO:0032755~positive regulation of interleukin-6 production	19	1.846452867	2.09E-11	7.212569233	7.94E-08	1.06E-09	3.87E-08
BIOCARTA	h_il12Pathway:IL12 and Stat4 Dependent Signaling Pathway in Th1 Development	19	1.846452867	3.13E-11	4.884511944	7.13E-09	1.02E-09	4.00E-08
UP_KEYWORDS	Signal-anchor	59	5.73372206	3.23E-11	2.626717574	1.24E-08	3.54E-10	4.48E-08
INTERPRO	IPR015321:Interleukin-6 receptor alpha chain, binding	10	0.971817298	3.46E-11	18.57757758	4.19E-08	1.44E-09	5.60E-08
GOTERM_MF_DIRECT	GO:0004713~protein tyrosine kinase activity	31	3.012633625	3.59E-11	4.172501774	3.31E-08	2.07E-09	5.62E-08
INTERPRO	IPR000980:SH2 domain	28	2.721088435	3.74E-11	4.603293559	4.52E-08	1.51E-09	6.05E-08
KEGG_PATHWAY	hsa05134:Legionellosis	25	2.429543246	3.83E-11	4.690312551	8.51E-09	2.03E-10	4.89E-08
GOTERM_BP_DIRECT	GO:0060337~type I interferon signaling pathway	22	2.137998056	3.84E-11	5.87207528	1.46E-07	1.91E-09	7.09E-08
INTERPRO	IPR008967:p53-like transcription factor, DNA-binding	18	1.749271137	3.98E-11	7.5999181	4.82E-08	1.55E-09	6.44E-08
GOTERM_CC_DIRECT	GO:0005765~lysosomal membrane	46	4.470359572	4.29E-11	3.041256113	2.06E-08	1.38E-09	6.14E-08
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	34	3.304178814	4.80E-11	3.79608907	1.82E-07	2.36E-09	8.87E-08
GOTERM_BP_DIRECT	GO:0002224~toll-like receptor signaling pathway	15	1.457725948	4.90E-11	9.490222674	1.86E-07	2.38E-09	9.05E-08
GOTERM_MF_DIRECT	GO:0042605~peptide antigen binding	15	1.457725948	4.97E-11	9.590024239	4.57E-08	2.69E-09	7.77E-08
UP_KEYWORDS	Lysosome	42	4.081632653	5.80E-11	3.234940571	2.22E-08	6.17E-10	8.04E-08
INTERPRO	IPR001245:Serine-threonine/tyrosine-protein kinase catalytic domain	31	3.012633625	5.81E-11	4.113606464	7.03E-08	2.20E-09	9.40E-08
GOTERM_MF_DIRECT	GO:0005149~interleukin-1 receptor binding	11	1.068999028	6.86E-11	15.14732034	6.31E-08	3.50E-09	1.07E-07
UP_SEQ_FEATURE	domain:Ig-like C2-type 5	19	1.846452867	9.73E-11	6.828428124	2.47E-07	9.15E-09	1.72E-07
UP_SEQ_FEATURE	domain:Sushi 5	13	1.263362488	1.05E-10	11.680206	2.67E-07	9.55E-09	1.86E-07
UP_SEQ_FEATURE	domain:Collagen-like	16	1.554907677	1.06E-10	8.547676741	2.70E-07	9.31E-09	1.88E-07
GOTERM_BP_DIRECT	GO:0097296~activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	11	1.068999028	1.09E-10	14.45433915	4.13E-07	5.23E-09	2.01E-07
GOTERM_BP_DIRECT	GO:0006957~complement activation, alternative pathway	11	1.068999028	1.09E-10	14.45433915	4.13E-07	5.23E-09	2.01E-07
KEGG_PATHWAY	hsa05110:Vibrio cholerae infection	24	2.332361516	1.11E-10	4.67588082	2.47E-08	5.75E-10	1.42E-07
GOTERM_BP_DIRECT	GO:0030101~natural killer cell activation	13	1.263362488	1.22E-10	11.10356053	4.63E-07	5.78E-09	2.25E-07
GOTERM_MF_DIRECT	GO:0005088~Ras guanyl-nucleotide exchange factor activity	28	2.721088435	1.30E-10	4.358596524	1.19E-07	6.28E-09	2.03E-07
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	56	5.442176871	1.46E-10	2.594519837	7.02E-08	4.39E-09	2.09E-07
BIOCARTA	h_compPathway:Complement Pathway	18	1.749271137	1.52E-10	4.858803987	3.47E-08	4.34E-09	1.95E-07
GOTERM_CC_DIRECT	GO:0030670~phagocytic vesicle membrane	20	1.943634597	1.77E-10	6.140782424	8.51E-08	5.01E-09	2.54E-07
GOTERM_BP_DIRECT	GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	21	2.040816327	2.20E-10	5.694133605	8.36E-07	1.03E-08	4.07E-07
SMART	SM00191:Int_alpha	13	1.263362488	2.31E-10	10.23973997	5.54E-08	5.04E-09	2.98E-07
GOTERM_BP_DIRECT	GO:0042523~positive regulation of tyrosine phosphorylation of Stat5 protein	12	1.166180758	2.32E-10	12.05816528	8.78E-07	1.07E-08	4.28E-07
GOTERM_BP_DIRECT	GO:0019835~cytolysis	13	1.263362488	2.70E-10	10.57481955	1.02E-06	1.23E-08	4.98E-07
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	26	2.526724976	3.14E-10	4.486287082	1.19E-06	1.42E-08	5.81E-07
UP_KEYWORDS	Complement alternate pathway	10	0.971817298	3.21E-10	16.88074147	1.23E-07	3.32E-09	4.45E-07
GOTERM_BP_DIRECT	GO:0042511~positive regulation of tyrosine phosphorylation of Stat1 protein	10	0.971817298	3.82E-10	15.52945529	1.45E-06	1.70E-08	7.05E-07
INTERPRO	IPR018378:C-type lectin, conserved site	17	1.652089407	4.35E-10	7.177700428	5.27E-07	1.60E-08	7.05E-07
GOTERM_MF_DIRECT	GO:0015078~hydrogen ion transmembrane transporter activity	15	1.457725948	4.74E-10	8.391271209	4.36E-07	2.18E-08	7.40E-07
UP_SEQ_FEATURE	domain:Fibronectin type-III 2	28	2.721088435	4.93E-10	4.16136894	1.25E-06	4.17E-08	8.71E-07
KEGG_PATHWAY	hsa04662:B cell receptor signaling pathway	27	2.623906706	5.00E-10	3.964333739	1.11E-07	2.52E-09	6.37E-07
BIOCARTA	h_stemPathway:Regulation of hematopoiesis by cytokines	15	1.457725948	5.20E-10	5.398671096	1.19E-07	1.32E-08	6.65E-07
BIOCARTA	h_nfkbPathway:NF-kB Signaling Pathway	19	1.846452867	5.50E-10	4.459771775	1.25E-07	1.25E-08	7.04E-07
GOTERM_BP_DIRECT	GO:0050870~positive regulation of T cell activation	12	1.166180758	5.64E-10	11.38826721	2.14E-06	2.49E-08	1.04E-06
GOTERM_BP_DIRECT	GO:0045954~positive regulation of natural killer cell mediated cytotoxicity	12	1.166180758	5.64E-10	11.38826721	2.14E-06	2.49E-08	1.04E-06
INTERPRO	IPR000975:Interleukin-1	9	0.874635569	5.84E-10	18.57757758	7.06E-07	2.08E-08	9.45E-07
UP_SEQ_FEATURE	domain:Fibronectin type-III 1	28	2.721088435	5.88E-10	4.130313948	1.49E-06	4.82E-08	1.04E-06
GOTERM_BP_DIRECT	GO:0007249~I-kappaB kinase/NF-kappaB signaling	20	1.943634597	6.54E-10	5.694133605	2.48E-06	2.85E-08	1.21E-06
INTERPRO	IPR021184:Tumour necrosis factor, conserved site	10	0.971817298	6.90E-10	15.48131465	8.35E-07	2.38E-08	1.12E-06
BIOCARTA	h_LairPathway:Cells and Molecules involved in local acute inflammatory response	16	1.554907677	6.98E-10	5.081102208	1.59E-07	1.45E-08	8.93E-07
GOTERM_CC_DIRECT	GO:0033179~proton-transporting V-type ATPase, V0 domain	9	0.874635569	7.13E-10	18.11530815	3.43E-07	1.91E-08	1.02E-06
GOTERM_MF_DIRECT	GO:0008553~hydrogen-exporting ATPase activity, phosphorylative mechanism	9	0.874635569	7.82E-10	17.90137858	7.20E-07	3.43E-08	1.22E-06
GOTERM_BP_DIRECT	GO:0042104~positive regulation of activated T cell proliferation	14	1.360544218	8.06E-10	8.857541163	3.05E-06	3.47E-08	1.49E-06
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	72	6.997084548	8.96E-10	2.169193754	3.40E-06	3.82E-08	1.66E-06
UP_KEYWORDS	Apoptosis	62	6.02526725	1.03E-09	2.343147697	3.93E-07	1.03E-08	1.42E-06
GOTERM_CC_DIRECT	GO:0001772~immunological synapse	15	1.457725948	1.09E-09	7.992047714	5.22E-07	2.75E-08	1.55E-06
GOTERM_CC_DIRECT	GO:0071556~integral component of lumenal side of endoplasmic reticulum membrane	14	1.360544218	1.20E-09	8.745321176	5.77E-07	2.89E-08	1.72E-06
UP_SEQ_FEATURE	domain:Sushi 6	10	0.971817298	1.24E-09	15.20500189	3.14E-06	9.81E-08	2.19E-06
GOTERM_BP_DIRECT	GO:0045672~positive regulation of osteoclast differentiation	12	1.166180758	1.27E-09	10.78888472	4.81E-06	5.34E-08	2.34E-06
GOTERM_BP_DIRECT	GO:0042832~defense response to protozoan	12	1.166180758	1.27E-09	10.78888472	4.81E-06	5.34E-08	2.34E-06
INTERPRO	IPR003006:Immunoglobulin/major histocompatibility complex, conserved site	19	1.846452867	1.31E-09	5.882899566	1.59E-06	4.41E-08	2.12E-06
GOTERM_BP_DIRECT	GO:0045086~positive regulation of interleukin-2 biosynthetic process	10	0.971817298	1.45E-09	14.23533401	5.49E-06	6.03E-08	2.67E-06
UP_SEQ_FEATURE	domain:SH2	23	2.235179786	1.80E-09	4.735724548	4.58E-06	1.39E-07	3.19E-06
INTERPRO	IPR013106:Immunoglobulin V-set	55	5.344995141	1.86E-09	2.450280016	2.25E-06	6.08E-08	3.01E-06
UP_SEQ_FEATURE	glycosylation site:O-linked (GalNAc...)	23	2.235179786	2.22E-09	4.686902646	5.64E-06	1.66E-07	3.93E-06
GOTERM_MF_DIRECT	GO:0015026~coreceptor activity	14	1.360544218	2.31E-09	8.35397667	2.13E-06	9.67E-08	3.61E-06
INTERPRO	IPR015373:Interferon alpha/beta receptor, beta chain	9	0.874635569	2.78E-09	16.71981982	3.36E-06	8.85E-08	4.50E-06
GOTERM_BP_DIRECT	GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling	20	1.943634597	2.98E-09	5.256123327	1.13E-05	1.23E-07	5.51E-06
KEGG_PATHWAY	hsa05020:Prion diseases	18	1.749271137	3.01E-09	5.363510353	6.68E-07	1.49E-08	3.84E-06
UP_KEYWORDS	Disease mutation	190	18.46452867	3.25E-09	1.509336884	1.24E-06	3.19E-08	4.50E-06
UP_KEYWORDS	Pharmaceutical	16	1.554907677	3.81E-09	6.895962473	1.46E-06	3.65E-08	5.28E-06
GOTERM_BP_DIRECT	GO:0051770~positive regulation of nitric-oxide synthase biosynthetic process	10	0.971817298	4.46E-09	13.14030832	1.69E-05	1.82E-07	8.24E-06
UP_SEQ_FEATURE	region of interest:Connecting peptide	14	1.360544218	4.48E-09	8.139148073	1.14E-05	3.25E-07	7.91E-06
GOTERM_CC_DIRECT	GO:0043235~receptor complex	27	2.623906706	5.19E-09	3.851285985	2.50E-06	1.19E-07	7.44E-06
GOTERM_MF_DIRECT	GO:0002020~protease binding	24	2.332361516	5.70E-09	4.25379293	5.24E-06	2.28E-07	8.91E-06
GOTERM_BP_DIRECT	GO:1902041~regulation of extrinsic apoptotic signaling pathway via death domain receptors	11	1.068999028	5.97E-09	11.05331817	2.26E-05	2.41E-07	1.10E-05
UP_SEQ_FEATURE	region of interest:Beta-2	8	0.777453839	6.32E-09	19.76650246	1.60E-05	4.45E-07	1.12E-05
UP_SEQ_FEATURE	region of interest:Beta-1	8	0.777453839	6.32E-09	19.76650246	1.60E-05	4.45E-07	1.12E-05
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	34	3.304178814	7.18E-09	3.156530585	2.72E-05	2.86E-07	1.33E-05
GOTERM_CC_DIRECT	GO:0042101~T cell receptor complex	11	1.068999028	7.26E-09	11.07046609	3.49E-06	1.59E-07	1.04E-05
INTERPRO	IPR011161:MHC class I-like antigen recognition	13	1.263362488	7.48E-09	8.625303875	9.05E-06	2.32E-07	1.21E-05
GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	37	3.595724004	7.76E-09	2.9673654	2.94E-05	3.06E-07	1.43E-05
UP_SEQ_FEATURE	short sequence motif:ITIM motif 2	10	0.971817298	7.90E-09	13.17766831	2.00E-05	5.42E-07	1.40E-05
UP_SEQ_FEATURE	short sequence motif:ITIM motif 1	10	0.971817298	7.90E-09	13.17766831	2.00E-05	5.42E-07	1.40E-05
GOTERM_BP_DIRECT	GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process	22	2.137998056	7.91E-09	4.527865276	3.00E-05	3.09E-07	1.46E-05
GOTERM_BP_DIRECT	GO:0000187~activation of MAPK activity	25	2.429543246	9.18E-09	3.991215143	3.48E-05	3.55E-07	1.70E-05
INTERPRO	IPR001073:Complement C1q protein	14	1.360544218	9.39E-09	7.649590767	1.14E-05	2.84E-07	1.52E-05
GOTERM_BP_DIRECT	GO:0051897~positive regulation of protein kinase B signaling	22	2.137998056	9.97E-09	4.473962118	3.78E-05	3.82E-07	1.84E-05
GOTERM_BP_DIRECT	GO:0034113~heterotypic cell-cell adhesion	12	1.166180758	1.01E-08	9.317673171	3.81E-05	3.81E-07	1.86E-05
GOTERM_CC_DIRECT	GO:0030666~endocytic vesicle membrane	19	1.846452867	1.06E-08	5.215012953	5.08E-06	2.21E-07	1.51E-05
GOTERM_BP_DIRECT	GO:0007035~vacuolar acidification	10	0.971817298	1.18E-08	12.20171487	4.49E-05	4.44E-07	2.19E-05
GOTERM_BP_DIRECT	GO:0002690~positive regulation of leukocyte chemotaxis	11	1.068999028	1.27E-08	10.43924494	4.82E-05	4.73E-07	2.35E-05
GOTERM_BP_DIRECT	GO:0008625~extrinsic apoptotic signaling pathway via death domain receptors	15	1.457725948	1.29E-08	6.743052953	4.88E-05	4.74E-07	2.38E-05
GOTERM_BP_DIRECT	GO:0007204~positive regulation of cytosolic calcium ion concentration	28	2.721088435	1.30E-08	3.569456886	4.93E-05	4.74E-07	2.40E-05
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	102	9.912536443	1.41E-08	1.776151767	5.33E-05	5.08E-07	2.60E-05
BIOCARTA	h_il17Pathway:IL 17 Signaling Pathway	14	1.360544218	1.71E-08	5.03875969	3.89E-06	3.24E-07	2.18E-05
BIOCARTA	h_classicPathway:Classical Complement Pathway	14	1.360544218	1.71E-08	5.03875969	3.89E-06	3.24E-07	2.18E-05
BIOCARTA	h_granulocytesPathway:Adhesion and Diapedesis of Granulocytes	14	1.360544218	1.71E-08	5.03875969	3.89E-06	3.24E-07	2.18E-05
UP_SEQ_FEATURE	domain:Sushi 8	9	0.874635569	1.71E-08	14.82487685	4.34E-05	1.14E-06	3.02E-05
UP_SEQ_FEATURE	domain:Sushi 7	9	0.874635569	1.71E-08	14.82487685	4.34E-05	1.14E-06	3.02E-05
GOTERM_BP_DIRECT	GO:0045060~negative thymic T cell selection	9	0.874635569	1.87E-08	13.97650976	7.11E-05	6.70E-07	3.46E-05
GOTERM_BP_DIRECT	GO:0032700~negative regulation of interleukin-17 production	9	0.874635569	1.87E-08	13.97650976	7.11E-05	6.70E-07	3.46E-05
GOTERM_BP_DIRECT	GO:0035666~TRIF-dependent toll-like receptor signaling pathway	13	1.263362488	1.90E-08	7.931114664	7.22E-05	6.74E-07	3.52E-05
GOTERM_BP_DIRECT	GO:0006956~complement activation	22	2.137998056	1.95E-08	4.319687562	7.40E-05	6.85E-07	3.61E-05
UP_SEQ_FEATURE	domain:C1q	13	1.263362488	2.30E-08	8.030141626	5.83E-05	1.50E-06	4.06E-05
GOTERM_BP_DIRECT	GO:0071407~cellular response to organic cyclic compound	18	1.749271137	2.57E-08	5.211579909	9.73E-05	8.93E-07	4.74E-05
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	22	2.137998056	2.62E-08	3.980065222	5.83E-06	1.27E-07	3.35E-05
GOTERM_BP_DIRECT	GO:0045582~positive regulation of T cell differentiation	10	0.971817298	2.81E-08	11.38826721	1.06E-04	9.67E-07	5.18E-05
GOTERM_BP_DIRECT	GO:0002437~inflammatory response to antigenic stimulus	10	0.971817298	2.81E-08	11.38826721	1.06E-04	9.67E-07	5.18E-05
INTERPRO	IPR013162:CD80-like, immunoglobulin C2-set	13	1.263362488	2.99E-08	7.790597049	3.61E-05	8.81E-07	4.83E-05
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	18	1.749271137	3.39E-08	5.124720244	1.28E-04	1.16E-06	6.26E-05
UP_KEYWORDS	Fungicide	9	0.874635569	3.51E-08	14.02400061	1.35E-05	3.28E-07	4.87E-05
GOTERM_MF_DIRECT	GO:0016493~C-C chemokine receptor activity	9	0.874635569	3.70E-08	13.42603393	3.40E-05	1.42E-06	5.78E-05
GOTERM_BP_DIRECT	GO:0038095~Fc-epsilon receptor signaling pathway	32	3.109815355	4.15E-08	3.070993405	1.57E-04	1.40E-06	7.66E-05
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	58	5.63654033	4.23E-08	2.177536807	1.61E-04	1.42E-06	7.82E-05
KEGG_PATHWAY	hsa05132:Salmonella infection	27	2.623906706	4.48E-08	3.29565094	9.95E-06	2.12E-07	5.71E-05
SMART	SM00252:SH2	25	2.429543246	4.72E-08	3.632469371	1.13E-05	9.45E-07	6.10E-05
SMART	SM00110:C1Q	14	1.360544218	4.92E-08	6.547526042	1.18E-05	9.08E-07	6.35E-05
GOTERM_BP_DIRECT	GO:0032693~negative regulation of interleukin-10 production	9	0.874635569	5.33E-08	12.81180061	2.02E-04	1.77E-06	9.86E-05
KEGG_PATHWAY	hsa04721:Synaptic vesicle cycle	23	2.235179786	5.53E-08	3.698646469	1.23E-05	2.56E-07	7.04E-05
GOTERM_BP_DIRECT	GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II	22	2.137998056	5.58E-08	4.084921934	2.11E-04	1.84E-06	1.03E-04
BIOCARTA	h_tcytotoxicPathway:T Cytotoxic Cell Surface Molecules	12	1.166180758	7.32E-08	5.398671096	1.67E-05	1.28E-06	9.37E-05
BIOCARTA	h_thelperPathway:T Helper Cell Surface Molecules	12	1.166180758	7.32E-08	5.398671096	1.67E-05	1.28E-06	9.37E-05
GOTERM_BP_DIRECT	GO:0043552~positive regulation of phosphatidylinositol 3-kinase activity	13	1.263362488	7.50E-08	7.163587438	2.84E-04	2.45E-06	1.39E-04
GOTERM_BP_DIRECT	GO:0045785~positive regulation of cell adhesion	15	1.457725948	7.93E-08	5.958977028	3.01E-04	2.57E-06	1.47E-04
